article_w_version,model_name,Source_Statement_Match_Rate,Source_Type_Match_Rate,Source_Name_Match_Rate,Source_Type_Name_Match_Rate,Source_Type_Correct_Name_Match_Rate,Source_Title_Match_Rate,Source_Justification_Match_Rate,Source_Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
16-America's-Sleeping-Giant_avg,llama-3.1-70b-instruct,0.6,0.6928571428571428,0.5107142857142857,0.5107142857142857,0.7428571428571428,0.38571428571428573,0.0,0.3142857142857143,0.16923076923076924,0.4,0.23316993464052288,7.8,4.0,4.0,17.0
17-homelessness-santa-clara_avg,llama-3.1-70b-instruct,0.6,0.5765034965034965,0.6118881118881119,0.4432167832167832,0.7678571428571429,0.27636363636363637,0.015384615384615385,0.32531468531468527,0.18,0.39999999999999997,0.05465838509316769,12.0,5.4,1.2,21.2
18-wyoming-primary-dems_avg,llama-3.1-70b-instruct,0.6153846153846154,0.8125,0.875,0.8125,1.0,0.3125,0.375,0.5625,0.3076923076923077,0.38461538461538464,0.2113970588235294,8.0,6.5,3.5,16.5
19-oakland-sues-SW-airlines_avg,llama-3.1-70b-instruct,0.4333333333333333,0.85,0.6,0.6,0.71,0.39999999999999997,0.15,0.41666666666666663,0.15,0.5666666666666667,0.11252747252747253,5.2,3.0,1.6,13.6
2-Best-DDR-player_avg,llama-3.1-70b-instruct,0.49523809523809526,0.8066666666666666,0.8066666666666666,0.8066666666666666,1.0,0.0,0.4033333333333333,0.4033333333333333,0.2,0.5047619047619047,0.21500147362216326,10.4,8.4,5.8,26.8
20-bill-easier-access_avg,llama-3.1-70b-instruct,0.5,0.75,1.0,0.75,1.0,0.75,0.0,0.5,0.25,0.5,0.19444444444444442,4.0,3.0,2.25,10.25
21-trump-kamala-mispronounce_avg,llama-3.1-70b-instruct,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.16666666666666666,0.3333333333333333,0.3125,2.0,2.0,2.5,5.5
22-Judge-rules-breona-taylor_avg,llama-3.1-70b-instruct,0.6125,0.6743434343434344,0.6543434343434343,0.6543434343434343,0.9666666666666666,0.49131313131313126,0.39050505050505047,0.49131313131313126,0.3,0.3875,0.19919799498746865,9.8,6.4,4.0,20.0
23-black-landowners-11mins_avg,llama-3.1-70b-instruct,0.7,0.8045454545454547,0.5363636363636364,0.5363636363636364,0.6666666666666666,0.35757575757575755,0.2681818181818182,0.5,0.35,0.3,0.18086124401913875,11.2,6.0,3.6,19.6
24-what-happens-to-migrants_avg,llama-3.1-70b-instruct,0.4727272727272728,0.9,0.9333333333333332,0.9,1.0,0.7066666666666667,0.16,0.9,0.4,0.5272727272727272,0.335686274509804,5.2,3.6,5.6,16.6
25-ballot-access-trans_avg,llama-3.1-70b-instruct,0.46486486486486484,0.8223496240601504,0.7927067669172931,0.6876065162907268,0.8344017094017093,0.5624561403508771,0.14392857142857143,0.5594799498746867,0.24864864864864863,0.5351351351351352,0.15109466760629553,17.2,12.0,6.6,43.6
26-biden-harris-11M_avg,llama-3.1-70b-instruct,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.0,0.8833333333333332,1.0,1.0,7.6,8.6
27-general-assembly-landlords_avg,llama-3.1-70b-instruct,0.4705882352941177,0.8592592592592593,0.7555555555555555,0.6148148148148148,0.7071428571428572,0.7518518518518519,0.37777777777777777,0.4481481481481482,0.17647058823529413,0.5294117647058824,0.08869395711500976,8.0,4.666666666666667,1.6666666666666667,18.666666666666668
28-scranton-ukrainian-weapons_avg,llama-3.1-70b-instruct,0.8,0.7566666666666666,0.6199999999999999,0.6199999999999999,0.8142857142857143,0.5277777777777779,0.3277777777777778,0.7911111111111111,0.4909090909090909,0.2,0.27321428571428574,8.8,5.4,4.2,15.2
29-tim-scott-deregulate_avg,llama-3.1-70b-instruct,0.484375,0.4126984126984127,0.3571428571428571,0.27976190476190477,0.6666666666666666,0.0,0.11309523809523808,0.11309523809523808,0.015625,0.515625,0.2515151515151515,7.75,2.25,5.5,21.5
3-SF renewed-sweeps_avg,llama-3.1-70b-instruct,0.4,0.538888888888889,0.47444444444444456,0.47444444444444456,0.8800000000000001,0.18722222222222223,0.0611111111111111,0.18722222222222223,0.07499999999999998,0.6,0.1297208538587849,9.6,4.6,3.6,27.6
30-la-lower-rent-hikes_avg,llama-3.1-70b-instruct,0.3567567567567568,0.8789377289377288,0.5749084249084249,0.5749084249084249,0.6536130536130536,0.07600732600732601,0.0,0.04633699633699634,0.016216216216216217,0.6432432432432432,0.0755146322465784,13.2,7.6,3.2,40.2
31-SV-GT-vermont_bill_avg,llama-3.1-70b-instruct,0.48,0.7167832167832169,0.7167832167832169,0.7167832167832169,1.0,0.7167832167832169,0.17482517482517482,0.6398601398601399,0.3,0.52,0.0728021978021978,12.0,8.5,2.0,27.0
32-openai_board_avg,llama-3.1-70b-instruct,0.7294117647058823,0.26000000000000006,0.5261538461538461,0.19384615384615386,0.7499999999999999,0.05076923076923077,0.4092307692307692,0.45999999999999996,0.07058823529411765,0.2705882352941177,0.189004329004329,12.4,2.4,4.0,21.0
33-human-border_patrol_towers_avg,llama-3.1-70b-instruct,0.4732142857142857,0.9052197802197803,0.7362637362637363,0.717032967032967,0.792948717948718,0.434065934065934,0.38186813186813184,0.5659340659340659,0.25,0.5267857142857143,0.09630376344086022,13.25,9.5,3.0,31.0
34-human-ca_guanranteed_income_avg,llama-3.1-70b-instruct,0.4444444444444445,0.8883333333333333,0.8902777777777778,0.8008333333333333,0.9066666666666666,0.3827777777777778,0.38888888888888895,0.6122222222222222,0.23703703703703702,0.5555555555555556,0.12866935483870967,12.0,7.0,4.0,31.0
4-SFO-Labor-Day_avg,llama-3.1-70b-instruct,0.96,1.0,1.0,1.0,1.0,0.5222222222222223,0.20222222222222222,0.6355555555555557,0.6199999999999999,0.04,0.16433566433566432,9.6,9.6,2.0,12.0
5-Humboldt-SF-homeless-bus_avg,llama-3.1-70b-instruct,0.5208333333333334,0.4345238095238095,0.5595238095238095,0.3988095238095238,0.9375,0.3988095238095238,0.1607142857142857,0.5595238095238095,0.20833333333333331,0.4791666666666667,0.21071428571428572,6.25,2.5,3.25,15.25
6-OUSD-basic-job_avg,llama-3.1-70b-instruct,0.42400000000000004,0.96,0.790909090909091,0.790909090909091,0.8259090909090909,0.43272727272727274,0.1290909090909091,0.6218181818181817,0.264,0.5760000000000001,0.1251596424010217,10.6,8.4,3.6,28.6
7-District7-Candidate-Sues_avg,llama-3.1-70b-instruct,0.3333333333333333,0.7142857142857143,0.6785714285714286,0.6785714285714286,0.95,0.42857142857142855,0.07142857142857142,0.46428571428571425,0.14285714285714285,0.6666666666666666,0.15125000000000002,7.0,4.75,3.75,24.75
8-primary-recount-complete_avg,llama-3.1-70b-instruct,0.6799999999999999,1.0,1.0,1.0,1.0,0.8833333333333332,0.0,0.3,0.2,0.32,0.25512265512265514,3.4,3.4,2.4,7.4
9-steph-curry-gold_avg,llama-3.1-70b-instruct,0.7777777777777778,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,0.0,0.5714285714285714,0.5714285714285714,0.4444444444444445,0.22222222222222224,0.26153846153846155,7.0,5.0,3.2,12.2
1-Harris-Trump-Reuters-Poll_avg,llama-3.1-405b-instruct,0.35,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1,0.65,0.047619047619047616,7.0,2.0,1.0,21.0
10-Nebraska-voting-rights_avg,llama-3.1-405b-instruct,0.5,1.0,1.0,1.0,1.0,0.8099999999999999,0.44666666666666666,0.9333333333333332,0.475,0.5,0.08888888888888888,4.0,4.0,0.8,8.8
11-Nebraska-felons-crim-justice_avg,llama-3.1-405b-instruct,0.62,0.9714285714285715,0.9080086580086582,0.9080086580086582,0.9343822843822845,0.3567099567099567,0.195021645021645,0.6149350649350649,0.38,0.38,0.03809523809523809,12.4,11.2,0.8,20.8
12-kids-lead-poisoning_avg,llama-3.1-405b-instruct,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6457142857142857,2.0,0.0,3.8,5.8
13-pilot-curb-evictions_avg,llama-3.1-405b-instruct,0.48214285714285715,1.0,0.8511904761904762,0.8511904761904762,0.8511904761904762,0.7023809523809524,0.42857142857142855,0.5773809523809524,0.2857142857142857,0.5178571428571428,0.17647058823529413,6.75,5.75,3.0,17.0
14-many-police-calls_avg,llama-3.1-405b-instruct,0.5739130434782608,0.923076923076923,0.9087912087912088,0.9087912087912088,0.9857142857142858,0.8472527472527472,0.43076923076923074,0.8978021978021978,0.47826086956521746,0.42608695652173917,0.13368700265251993,13.2,12.0,3.6,26.6
15-Newsom-declares-emergency_avg,llama-3.1-405b-instruct,0.5866666666666667,1.0,0.7224175824175825,0.7224175824175825,0.7224175824175825,0.2775824175824176,0.10571428571428569,0.3832967032967033,0.16,0.4133333333333333,0.11269349845201238,8.8,6.8,2.0,17.0
16-America's-Sleeping-Giant_avg,llama-3.1-405b-instruct,0.6,0.9464285714285715,0.5646825396825397,0.5111111111111111,0.5361111111111111,0.5047619047619047,0.04722222222222222,0.47619047619047616,0.21538461538461542,0.4,0.0819047619047619,7.8,4.0,1.2,14.2
17-homelessness-santa-clara_avg,llama-3.1-405b-instruct,0.63,0.7466666666666667,0.9733333333333334,0.7333333333333333,0.9818181818181818,0.5066666666666666,0.0,0.5066666666666666,0.31999999999999995,0.37,0.009523809523809523,12.6,9.2,0.2,20.2
18-wyoming-primary-dems_avg,llama-3.1-405b-instruct,0.5692307692307692,0.925,0.95,0.925,1.0,0.22142857142857145,0.4428571428571429,0.6785714285714286,0.3692307692307692,0.43076923076923085,0.12324929971988796,7.4,6.8,2.4,15.4
19-oakland-sues-SW-airlines_avg,llama-3.1-405b-instruct,0.35,0.9333333333333332,0.6933333333333334,0.6933333333333334,0.76,0.5133333333333333,0.19,0.5133333333333333,0.16666666666666666,0.65,0.05934065934065934,4.2,2.8,0.8,12.8
2-Best-DDR-player_avg,llama-3.1-405b-instruct,0.42857142857142855,0.975,1.0,0.975,1.0,0.0,0.48686868686868684,0.8,0.34285714285714286,0.5714285714285714,0.0,9.0,8.8,0.0,21.0
20-bill-easier-access_avg,llama-3.1-405b-instruct,0.475,1.0,1.0,1.0,1.0,0.6,0.0,0.5333333333333333,0.25,0.525,0.08888888888888888,3.8,3.8,0.8,8.8
21-trump-kamala-mispronounce_avg,llama-3.1-405b-instruct,0.7999999999999999,1.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.0,0.7333333333333333,0.5999999999999999,0.2,0.11428571428571428,2.4,2.2,0.8,3.8
22-Judge-rules-breona-taylor_avg,llama-3.1-405b-instruct,0.45,0.9277777777777778,0.9277777777777778,0.9055555555555556,0.975,0.6996031746031746,0.4774603174603175,0.6996031746031746,0.3,0.55,0.1298245614035088,7.2,6.4,2.4,18.4
23-black-landowners-11mins_avg,llama-3.1-405b-instruct,0.5875,0.7233333333333333,0.616111111111111,0.616111111111111,0.8511904761904763,0.3416666666666667,0.23444444444444446,0.5311111111111112,0.275,0.4125,0.11075460487225193,9.4,5.2,2.2,18.2
24-what-happens-to-migrants_avg,llama-3.1-405b-instruct,0.4,0.9714285714285715,0.9380952380952381,0.9095238095238095,0.9333333333333333,0.8761904761904763,0.06190476190476191,0.9380952380952381,0.32727272727272727,0.6,0.10135746606334842,4.4,3.8,1.6,12.6
25-ballot-access-trans_avg,llama-3.1-405b-instruct,0.427027027027027,0.7908333333333333,0.8422222222222222,0.7783333333333333,0.9818181818181818,0.5477777777777778,0.38861111111111113,0.7544444444444445,0.2810810810810811,0.572972972972973,0.09983635605586824,15.8,12.2,4.2,41.2
26-biden-harris-11M_avg,llama-3.1-405b-instruct,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7966666666666666,1.0,1.0,4.0,5.0
27-general-assembly-landlords_avg,llama-3.1-405b-instruct,0.45882352941176474,0.9714285714285715,0.9714285714285715,0.9428571428571428,0.9666666666666668,0.7428571428571429,0.38571428571428573,0.4357142857142858,0.2,0.5411764705882353,0.19047619047619047,7.8,7.4,4.0,21.0
28-scranton-ukrainian-weapons_avg,llama-3.1-405b-instruct,0.6363636363636364,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.4545454545454545,0.36363636363636365,0.13974358974358975,7.0,6.0,1.8,12.8
29-tim-scott-deregulate_avg,llama-3.1-405b-instruct,0.5125,0.29444444444444445,0.24444444444444446,0.19722222222222224,0.7,0.0,0.075,0.075,0.0,0.4875,0.17096270086982163,8.2,1.6,3.4,19.4
3-SF renewed-sweeps_avg,llama-3.1-405b-instruct,0.4,0.6247252747252746,0.5118131868131869,0.5118131868131869,0.8158730158730159,0.18406593406593408,0.34313186813186813,0.5175824175824176,0.19166666666666665,0.6,0.07582905982905983,9.6,5.0,2.0,26.0
30-la-lower-rent-hikes_avg,llama-3.1-405b-instruct,0.34594594594594597,0.8414676173499703,0.48208556149732623,0.48208556149732623,0.5704545454545455,0.09550207961972666,0.1774747474747475,0.2576173499702911,0.05405405405405406,0.654054054054054,0.12188431723315445,12.8,6.2,5.2,42.2
31-SV-GT-vermont_bill_avg,llama-3.1-405b-instruct,0.46399999999999997,0.9198039215686273,0.886470588235294,0.886470588235294,0.9636363636363636,0.6984967320261438,0.2963398692810458,0.8413725490196079,0.376,0.536,0.0,11.6,10.2,0.0,25.0
32-openai_board_avg,llama-3.1-405b-instruct,0.5647058823529412,0.23994949494949497,0.836010101010101,0.22176767676767675,0.95,0.05818181818181818,0.6942424242424241,0.7774242424242424,0.0588235294117647,0.4352941176470588,0.1123642439431913,9.6,2.2,2.2,19.2
33-human-border_patrol_towers_avg,llama-3.1-405b-instruct,0.4428571428571429,0.919047619047619,0.7571428571428571,0.7571428571428571,0.8237762237762238,0.17619047619047618,0.27380952380952384,0.7261904761904762,0.2857142857142857,0.5571428571428572,0.11370967741935485,12.4,9.4,3.6,31.6
34-human-ca_guanranteed_income_avg,llama-3.1-405b-instruct,0.3703703703703704,0.9733333333333334,0.9733333333333334,0.9733333333333334,1.0,0.5933333333333333,0.6495238095238095,0.7466666666666667,0.22962962962962963,0.6296296296296295,0.09636363636363636,10.0,9.0,3.0,30.0
4-SFO-Labor-Day_avg,llama-3.1-405b-instruct,0.82,0.9777777777777779,0.9777777777777779,0.9777777777777779,1.0,0.5466666666666666,0.04,0.5199999999999999,0.41999999999999993,0.18,0.1116883116883117,8.2,8.0,1.4,11.4
5-Humboldt-SF-homeless-bus_avg,llama-3.1-405b-instruct,0.45,0.5266666666666666,0.7366666666666666,0.44666666666666666,0.9,0.4133333333333333,0.07333333333333333,0.48666666666666664,0.19999999999999998,0.55,0.09010989010989011,5.4,2.4,1.2,13.2
6-OUSD-basic-job_avg,llama-3.1-405b-instruct,0.36000000000000004,0.9846153846153847,0.823076923076923,0.823076923076923,0.8333333333333333,0.4615384615384615,0.23076923076923075,0.5769230769230769,0.2,0.64,0.007692307692307693,9.0,6.2,0.2,25.2
7-District7-Candidate-Sues_avg,llama-3.1-405b-instruct,0.2761904761904762,0.9166666666666667,0.8166666666666667,0.8166666666666667,0.8933333333333333,0.41666666666666663,0.08333333333333333,0.62,0.16190476190476186,0.7238095238095239,0.13403466099118272,5.8,4.2,3.6,24.6
8-primary-recount-complete_avg,llama-3.1-405b-instruct,0.6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,0.4,0.0,3.0,3.0,0.0,5.0
9-steph-curry-gold_avg,llama-3.1-405b-instruct,0.4666666666666666,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.3555555555555555,0.5333333333333334,0.09636363636363637,4.2,4.2,1.0,10.0
